source_material_code,description,uom,specifications,source_system
ONGC-1405,DN 100 X DN 80 CENTRIFUGAL PUMP DUCTILE IRON DI 40 BAR ISO 2858,NOS,"ISO 2858 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1406,"STUD BOLT ZINC PLATED 5/8"" X 3.5"" RATING CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H",EA,"ASME B18.2.2 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1407,2IN SPIRAL WOUND GASKET SS 304 WINDINGS CLASS 600 ASME B16.20,EA,"ASME B16.20 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1408,"STUD BOLT WITH 2 HEAVY HEX NUTS 3/4"" X 4.5"" RATING CLASS 2A/2B ASTM A320 L7",PC,"ASME B18.2.1 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1409,"BALL VALVE FLOATING 1"" RATING 900# ASTM A216 WCB",NUMBER,"API 6D SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1410,"SINGLE STAGE END SUCTION CENTRIFUGAL PUMP, DN 100 X DN 80, 40 BAR, DUCTILE IRON DI",EA,"ISO 2858 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1411,"1/2"" BALL VALVE SS 316 900# API 608",NUMBER,"API 608 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1412,"FLOATING BALL VALVE, 8"", 1500#, SS 316",EACH,"ASME B16.34 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1413,"BALL VALVE 1/2"" 1500# SS 304 FULL BORE",NUMBER,"ASME B16.34 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1414,"10"" WELD NECK FLANGE ASTM A182 F316L 1500# ASME B16.5",NUMBER,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1415,"FULL BORE BALL VALVE, 1/2"", 1500#, SS 304",NUMBER,"ASME B16.34 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1416,"WELD NECK FLANGE RAISED FACE 12"" RATING 600# ASTM A105",EA,"DIN 2633 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1417,GATE VALVE FLEXIBLE WEDGE 6 IN RATING CL 600 SS 316L,PC,"API 600 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1418,"GATE VALVE 10"" 1500# ASTM A350 LF2 RISING STEM",NOS,"API 602 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1419,"WITH 2 HEAVY HEX NUTS STUD BOLT, 7/8"" X 5.5"", CLASS 2A/2B, ASTM A193 GRADE B7 WITH A194 2H",EA,"ASME B18.2.2 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1420,"BLIND FLANGE RTJ FACING 8"" RATING 300# ASTM A350 LF2",NOS,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1421,"WITH 2 HEAVY HEX NUTS STUD BOLT, 7/8"" X 5.5"", CLASS 2A/2B, ASTM A193 GRADE B7 WITH A194 2H",PC,"ASME B18.2.2 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1422,"WELD NECK FLANGE 6"" 150# ASTM A182 F304L FLAT FACE",EA,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1423,DN100 SPIRAL WOUND GASKET SS 304 WINDINGS 150# ASME B16.20,NOS,"ASME B16.20 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1424,"BLIND FLANGE 10"" 300# ASTM A105 SMOOTH FINISH",EA,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1425,"STUD BOLT WITH 2 HEAVY HEX NUTS 7/8"" X 5.5"" RATING CLASS 2A/2B ASTM A193 B8M WITH A194 8M",EA,"ASME B18.2.2 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1426,"STUD BOLT 5/8"" X 3.5"" CLASS 2A/2B ASTM A193 GRADE B7 WITH A194 2H ZINC PLATED",EA,"ASME B18.2.2 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1427,"GATE VALVE WEDGE TYPE 6"" RATING 600# ASTM A217 WC6",PC,"API 602 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1428,"6"" GATE VALVE ASTM A217 WC6 600LBS API 602",PC,"API 602 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1429,"8"" WELD NECK FLANGE ASTM A182 F316L 150# ASME B16.5",NOS,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1430,"SPIRAL WOUND GASKET GRAPHITE FILLER 8"" RATING 900# SS 316L WINDINGS WITH CS OUTER RING",PCS,"ASME B16.20 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1431,"BLIND FLANGE 8"" CL 150 ASTM A350 LF2 SMOOTH FINISH",NOS,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1432,"3/4"" X 4.5"" STUD BOLT ASTM A320 L7 CLASS 2A/2B ASME B18.2.1",NOS,"ASME B18.2.1 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1433,"BALL VALVE 2-PIECE 1/2"" RATING 300LBS ASTM A350 LF2",SET,"ASME B16.34 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1434,"WELD NECK FLANGE 4"" 600# ASTM A182 F316L RAISED FACE",NUMBER,"ASME B16.47 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1435,"GATE VALVE 2"" 300# ASTM A350 LF2 BOLTED BONNET",NUMBER,"ASME B16.34 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1436,"WITH CENTERING RING SPIRAL WOUND GASKET, 2"", CLASS 600, SS 304 WINDINGS",EA,"ASME B16.20 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1437,"PTFE FILLER SPIRAL WOUND GASKET, 3"", 900#, SS 304 WINDINGS",NOS,"ASME B16.20 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1438,"WITH CENTERING RING SPIRAL WOUND GASKET, 2"", 600 LB, SS 304 WINDINGS",PC,"ASME B16.20 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1439,"STUD BOLT 1"" X 6.5"" CLASS 2A/2B ASTM A320 L7 FULLY THREADED",PC,"ASME B18.2.1 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1440,"WELD NECK FLANGE RAISED FACE 12"" RATING CLASS 600 ASTM A105",EA,"DIN 2633 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1441,SPIRAL WOUND GASKET 2IN 600# SS 304 WINDINGS WITH CENTERING RING,EA,"ASME B16.20 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1442,2 INCH BLIND FLANGE ASTM A350 LF2 300 LB ASME B16.5,EA,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1443,"STUD BOLT 1"" X 6.5"" CLASS 2A/2B ASTM A320 L7 FULLY THREADED",NOS,"ASME B18.2.1 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1444,GATE VALVE RISING STEM 6 INCH RATING 300# ASTM A216 WCB,NOS,"API 600 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1445,DN 80 X DN 50 CENTRIFUGAL PUMP SST 316 25 BAR ISO 2858,NOS,"ISO 2858 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1446,"8"" BLIND FLANGE ASTM A182 F316L 300# ASME B16.5",NOS,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1447,WELD NECK FLANGE RAISED FACE 4IN RATING 600# ASTM A182 F316L,NUMBER,"ASME B16.47 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1448,"FLOATING BALL VALVE, 6 IN, 150 LB, DUPLEX 2205",NUMBER,"API 6D SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1449,CENTRIFUGAL PUMP DN 80 X DN 50 40 BAR CAST IRON CI SINGLE STAGE END SUCTION,SET,"ISO 5199 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1450,CENTRIFUGAL PUMP DN 150 X DN 100 16 BAR DUCTILE IRON DI SINGLE STAGE END SUCTION,EA,"API 610 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1451,"BLIND FLANGE 10"" CL 300 ASTM A105 SMOOTH FINISH",EA,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1452,"STUD BOLT FULLY THREADED 1"" X 6.5"" RATING CLASS 2A/2B ASTM A320 L7",EA,"ASME B18.2.1 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1453,DN50 BLIND FLANGE ASTM A350 LF2 300# ASME B16.5,EA,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1454,DN100 SPIRAL WOUND GASKET SS 304 WINDINGS 600 LB ASME B16.20,EACH,"ASME B16.20 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1455,CENTRIFUGAL PUMP DN 80 X DN 50 25 BAR STAINLESS STEEL 316 MULTI STAGE,PC,"ISO 5199 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1456,"12"" WELD NECK FLANGE ASTM A105 600LBS DIN 2633",EA,"DIN 2633 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1457,"1"" BLIND FLANGE ASTM A350 LF2 300# ASME B16.5",EACH,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1458,SEAMLESS PIPE DN150 SCH 80 API 5L GRADE B SCH 40,METER,"API 5L SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1459,"RAISED FACE WELD NECK FLANGE, 10"", 1500#, ASTM A182 F316L",NUMBER,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1460,6 IN GATE VALVE ASTM A216 WCB CL 300 API 600,NOS,"API 600 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1461,"8"" BLIND FLANGE ASTM A350 LF2 600# ASME B16.5",NOS,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1462,"RAISED FACE BLIND FLANGE, 4"", CLASS 150, ASTM A182 F316L",NOS,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1463,3 IN SPIRAL WOUND GASKET SS 304 WINDINGS 900# ASME B16.20,EACH,"ASME B16.20 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1464,"RTJ FACING BLIND FLANGE, 8"", 300 LB, ASTM A182 F316L",NOS,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1465,"BALL VALVE 1/2"" 600LBS ASTM A350 LF2 TRUNNION MOUNTED",EA,"API 6D SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1466,"BLIND FLANGE RAISED FACE 8"" RATING CLASS 600 ASTM A350 LF2",NUMBER,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1467,"HORIZONTAL SPLIT CASE CENTRIFUGAL PUMP, DN 80 X DN 50, 16 BAR, STAINLESS STEEL 316",NOS,"API 610 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1468,"WELD NECK FLANGE FLAT FACE 8"" RATING 150# ASTM A182 F316L",PC,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1469,WELD NECK FLANGE RING TYPE JOINT 3IN RATING 600LBS ASTM A182 F304L,NOS,"DIN 2633 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1470,"BLIND FLANGE SMOOTH FINISH 2"" RATING 150# ASTM A182 F316L",EACH,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1471,CENTRIFUGAL PUMP DN 80 X DN 50 16 BAR STAINLESS STEEL 316 HORIZONTAL SPLIT CASE,NOS,"API 610 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1472,"8"" BLIND FLANGE ASTM A182 F316L CL 300 ASME B16.5",NOS,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1473,"FLOATING BALL VALVE, 10"", CLASS 600, ASTM A350 LF2",NOS,"BS 5351 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1474,"BALL VALVE 10"" 900# DUPLEX 2205 TRUNNION MOUNTED",NOS,"BS 5351 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1475,"GATE VALVE RISING STEM 10"" RATING 1500# ASTM A350 LF2",NUMBER,"API 602 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1476,CENTRIFUGAL PUMP MULTI STAGE DN 80 X DN 50 RATING 25 BAR STAINLESS STEEL 316,NOS,"ISO 2858 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1477,"GATE VALVE 6"" 600# ASTM A217 WC6 WEDGE TYPE",EA,"API 602 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1478,"STUD BOLT 1"" X 6.5"" CLASS 2A/2B ASTM A320 L7 FULLY THREADED",NOS,"ASME B18.2.1 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1479,"MULTI STAGE CENTRIFUGAL PUMP, DN 80 X DN 50, 25 BAR, BRONZE",EA,"API 610 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1480,"BALL VALVE FULL BORE 10"" RATING 600 LB ASTM A216 WCB",SET,"ASME B16.34 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1481,"6"" SEAMLESS PIPE API 5L GRADE B SCH 80 API 5L",METER,"API 5L SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1482,"STUD BOLT WITH 2 HEAVY HEX NUTS 7/8"" X 5.5"" RATING CLASS 2A/2B ASTM A193 B8M WITH A194 8M",EACH,"ASME B18.2.2 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1483,"TRUNNION MOUNTED BALL VALVE, 1/2"", 600#, ASTM A350 LF2",EA,"API 6D SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1484,"RTJ FACING BLIND FLANGE, 8"", CL 300, ASTM A350 LF2",NOS,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1485,"BALL VALVE TRUNNION MOUNTED 1/2"" RATING 600# ASTM A350 LF2",NOS,"API 6D SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1486,"STUD BOLT WITH 2 HEAVY HEX NUTS 3/4"" X 4.5"" RATING CLASS 2A/2B ASTM A320 L7",EA,"ASME B18.2.1 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1487,"WELD NECK FLANGE 4"" CL 600 ASTM A182 F316L RAISED FACE",NUMBER,"ASME B16.47 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1488,"BALL VALVE FLOATING 8"" RATING 1500# SS 316",NOS,"ASME B16.34 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1489,"6"" SEAMLESS PIPE API 5L GRADE B SCH 80 API 5L",METER,"API 5L SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1490,WELD NECK FLANGE 6IN 1500# ASTM A182 F304L RAISED FACE,NOS,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1491,"SEAMLESS PIPE 6"" SCH 40 API 5L GRADE B THREADED",MTR,"API 5L SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1492,"BLIND FLANGE RAISED FACE 4"" RATING 150LBS ASTM A182 F316L",NUMBER,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1493,"BLIND FLANGE RTJ FACING 8"" RATING 300LBS ASTM A182 F316L",NUMBER,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1494,"BALL VALVE 2-PIECE 1/2"" RATING 300# ASTM A350 LF2",SET,"ASME B16.34 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
ONGC-1495,"2"" BLIND FLANGE ASTM A350 LF2 300LBS ASME B16.5",NUMBER,"ASME B16.5 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_ONGC
IOCL-1496,"GATE VALVE 6"" 600 LB SS 316L FLEXIBLE WEDGE",PC,"API 600 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_IOCL
GAIL-1497,"SPIRAL WOUND GASKET GRAPHITE FILLER 8"" RATING 900# SS 316L WINDINGS WITH CS OUTER RING",PCS,"ASME B16.20 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_GAIL
BPCL-1498,"BALL VALVE 1/2"" 900# SS 316 3-PIECE",NUMBER,"API 608 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_BPCL
HPCL-1499,BALL VALVE DN80 300LBS ASTM A216 WCB FLOATING,EACH,"API 608 SPEC COMPLIANT, TESTING AS PER RELEVANT STANDARD",SAP_HPCL
